app,ts,event,project_id,source,ident,user_id,session_id,country,device_type,device_os,device_os_ver,device_browser,device_browser_ver,props,nums
seq-market,2024-04-02 01:45:13.173,BUY_ITEMS,4974,,1,06157585333088de031005faa1c71c5a7a2fd928d2e2d52bb6,c9c503804500871e,BR,desktop,windows,10.0,edge,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0x72728ece25f061aaf659dfde0dd445c9a8bfa5fa20266f02c8f6451d127be9ed"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""1.5208935829496475"",""currencyValueRaw"":""1520893582949647400"",""additionalNums"":""""}"
seq-market,2024-04-02 16:47:30.748,BUY_ITEMS,0,,1,086c71dc12fa110ff18aa969b0cda0a7cae7ebb0a3e840dfcb,294f6dac95d15035,EE,desktop,windows,10.0,chrome,122.0.0.0,"{""tokenId"":"""",""txnHash"":""0xe2fab0abf0714b47fa98a85b39106f13729b5307b97049fbc367e0fccd7a1b81"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""2.580277190085932"",""currencyValueRaw"":""2580277190085932000"",""additionalNums"":""""}"
seq-market,2024-04-02 00:43:22.109,BUY_ITEMS,4974,,1,0896ae95dcaeee38e83fa5c43bef99780d7b2be23bcab36214,0724b641c1a34157,DE,desktop,linux,x86_64,chrome,122.0.0.0,"{""tokenId"":"""",""txnHash"":""0x218c2f91652b741f2d4c4d3a49c2c5a2236e36f57d6945869008c1c17a2c8e9f"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""3.404130725845026"",""currencyValueRaw"":""3404130725845026000"",""additionalNums"":""""}"
seq-market,2024-04-02 01:37:41.552,BUY_ITEMS,4974,,1,0896ae95dcaeee38e83fa5c43bef99780d7b2be23bcab36214,5963f227a7852c3f,DE,desktop,linux,x86_64,chrome,122.0.0.0,"{""tokenId"":"""",""txnHash"":""0x8c4c1c79108d3a8ad8e93cc00f3f501931347743f392b9b1ebc36aa7317f8307"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""0.40336592078723243"",""currencyValueRaw"":""403365920787232450"",""additionalNums"":""""}"
seq-market,2024-04-02 02:02:07.160,BUY_ITEMS,4974,,1,0896ae95dcaeee38e83fa5c43bef99780d7b2be23bcab36214,1023aa10909e9151,DE,desktop,linux,x86_64,chrome,122.0.0.0,"{""tokenId"":"""",""txnHash"":""0x46570d723a459b65f8b0e86408d492d778fd17a5b5b4d6ccb26ad8be9e76e67d"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""1.8948444035623635"",""currencyValueRaw"":""1894844403562363400"",""additionalNums"":""""}"
seq-market,2024-04-02 02:10:46.464,BUY_ITEMS,4974,,1,0896ae95dcaeee38e83fa5c43bef99780d7b2be23bcab36214,402438b667ef3b8a,DE,desktop,linux,x86_64,chrome,122.0.0.0,"{""tokenId"":"""",""txnHash"":""0xead499f519abc953208d944c83c3d748ed92d6b589522903175c8ab291358304"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""0.26005201094712116"",""currencyValueRaw"":""260052010947121150"",""additionalNums"":""""}"
seq-market,2024-04-02 11:11:16.277,BUY_ITEMS,4974,,1,0896ae95dcaeee38e83fa5c43bef99780d7b2be23bcab36214,cbac480301e282b1,DE,desktop,linux,x86_64,chrome,122.0.0.0,"{""tokenId"":"""",""txnHash"":""0x0908fab9ee8b5f9317366c08d2a95f8650595e66f361fe51743d4c542ce11424"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""3.070630895074352"",""currencyValueRaw"":""3070630895074351600"",""additionalNums"":""""}"
seq-market,2024-04-02 11:14:42.566,BUY_ITEMS,4974,,1,0896ae95dcaeee38e83fa5c43bef99780d7b2be23bcab36214,5450a82e95e3880b,DE,desktop,linux,x86_64,chrome,122.0.0.0,"{""tokenId"":"""",""txnHash"":""0xd617ce8c468618c0df96665a68539e1189796f54b21dc10394e421c1476fb2c7"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""0.4963869372167742"",""currencyValueRaw"":""496386937216774200"",""additionalNums"":""""}"
seq-market,2024-04-02 22:59:43.208,BUY_ITEMS,4974,,1,0896ae95dcaeee38e83fa5c43bef99780d7b2be23bcab36214,e1aa4c2db42c0830,DE,desktop,linux,x86_64,chrome,122.0.0.0,"{""tokenId"":"""",""txnHash"":""0xfee214d1bf1f033cea742b35e795ca2321a7bdfe687cac2ec4590dcaef1f95cb"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""1.6878197119853597"",""currencyValueRaw"":""1687819711985360000"",""additionalNums"":""""}"
seq-market,2024-04-02 13:05:10.511,BUY_ITEMS,4974,,1,08b7040463270cce0b25af941567b48b68952a69396906c521,a26d59cb8e5ab837,DE,desktop,windows,10.0,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0xb1e38e7d878a667e1df54200261ba53bebb59c0e50ff3d0e3a680bce4dc2674c"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""2.208426860399787"",""currencyValueRaw"":""2208426860399787000"",""additionalNums"":""""}"
seq-market,2024-04-02 01:04:54.264,BUY_ITEMS,0,,1,0ad0ccaf38917d9f4605300745d52b14290a8b42c947238e91,f0ac355117f8a93b,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0x9de6efd55cb0477c7e16a4efdc079d105cf9e1e052a74a31ea1e05d4ff38449f"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""2.4200517865986484"",""currencyValueRaw"":""2420051786598648300"",""additionalNums"":""""}"
seq-market,2024-04-02 01:23:26.297,BUY_ITEMS,0,,1,0ad0ccaf38917d9f4605300745d52b14290a8b42c947238e91,f0ac355117f8a93b,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0x7d3ed239410ca1bd4a89eac6f8f401026833fd4865ddd0d13cd3c527f3a8f829"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""7.210776365882806"",""currencyValueRaw"":""7210776365882806000"",""additionalNums"":""""}"
seq-market,2024-04-02 02:00:26.695,BUY_ITEMS,0,,1,0ad0ccaf38917d9f4605300745d52b14290a8b42c947238e91,f0ac355117f8a93b,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0x8ca69014a94423b2a494960405115d250401f185eb112689a3f5232d0ba1a52f"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""4.459689305507643"",""currencyValueRaw"":""4459689305507643000"",""additionalNums"":""""}"
seq-market,2024-04-02 22:03:01.422,BUY_ITEMS,4974,,1,1a06fc0a72e8f9e783ad1e84b19311f5f67c8cdde3a470eead,8423b09e49cf63e2,FR,desktop,windows,10.0,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0x0f440c80cb2dd911a48329af615f17649282b4c02f382bff47569e58592ba426"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""10.012530204908"",""currencyValueRaw"":""10012530204908000000"",""additionalNums"":""""}"
seq-market,2024-04-02 22:50:41.231,BUY_ITEMS,4974,,1,1a06fc0a72e8f9e783ad1e84b19311f5f67c8cdde3a470eead,8423b09e49cf63e2,FR,desktop,windows,10.0,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0x56d38b78ae6d7d9a7858b16445a2f84f6bac0b85e535455ef8328e1c1265d7d4"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""2.7436811926106612"",""currencyValueRaw"":""2743681192610661400"",""additionalNums"":""""}"
seq-market,2024-04-02 00:06:15.528,BUY_ITEMS,0,,1,1a2ef553aa43d3a57f1590cbaf6472850dc3001db6c6ef1b12,591d0758308533de,PT,desktop,macos,10.15.7,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0x4cef52f3d58b007f740db41a6273b48a79a308989c66c1d00fdc58f5e4d3bf6c"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""21.803038918758446"",""currencyValueRaw"":""21803038918758445000"",""additionalNums"":""""}"
seq-market,2024-04-02 19:12:19.222,BUY_ITEMS,0,,1,1a2ef553aa43d3a57f1590cbaf6472850dc3001db6c6ef1b12,591d0758308533de,PT,desktop,macos,10.15.7,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0xb23f933105f5a48695de8ad6e032e622da4feb20e00d91da7b13d60ea4c74931"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""15.21723255418012"",""currencyValueRaw"":""15217232554180120000"",""additionalNums"":""""}"
seq-market,2024-04-02 01:44:58.048,BUY_ITEMS,4974,,1,26025f74eb10c8bf5f35433af9c629ed3eca3f335adc502024,92578ae710d6ad2c,BR,desktop,windows,10.0,edge,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0x8c6622c22c4299f09defcac90066701b82455ac9216cb3a944c8d771d775000d"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""2.166675991209817"",""currencyValueRaw"":""2166675991209817000"",""additionalNums"":""""}"
seq-market,2024-04-02 02:13:22.634,BUY_ITEMS,4974,,1,26025f74eb10c8bf5f35433af9c629ed3eca3f335adc502024,92578ae710d6ad2c,BR,desktop,windows,10.0,edge,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0x1e61ae3c3c0fdcb8943d6dc6c392fec6b3eea69a14ce4484e12bfef4d629746f"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""0.12170381202794855"",""currencyValueRaw"":""121703812027948560"",""additionalNums"":""""}"
seq-market,2024-04-02 23:35:24.478,BUY_ITEMS,0,,1,2821a98ce20ac7b3436a95c696bf03bf588f05fa51bb0a2576,b7bdd338a3770c85,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0xc765dfcd77517cd1ffc3e2240b5fcb8495fb8e30bbc674949742f8ffb85c1872"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""61.81900669660022"",""currencyValueRaw"":""61819006696600220000"",""additionalNums"":""""}"
seq-market,2024-04-02 07:53:44.756,BUY_ITEMS,4974,,1,28c51b513a288a09944681811770b7ab07e6a4cb387037ad58,28f81e7ba5db2202,CH,desktop,windows,10.0,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0xebd6e96ca9c6840138852675dd3e4444c3c467ba3c98cb1430ebd47fa999d2c2"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""140.41858712380767"",""currencyValueRaw"":""140418587123807670000"",""additionalNums"":""""}"
seq-market,2024-04-02 07:56:24.780,BUY_ITEMS,4974,,1,28c51b513a288a09944681811770b7ab07e6a4cb387037ad58,28f81e7ba5db2202,CH,desktop,windows,10.0,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0x0bc970ad47b95e42003805ad9936aaaf5a9f814676f670397d750f1b4730abbf"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""287.9543542435967"",""currencyValueRaw"":""287954354243596680000"",""additionalNums"":""""}"
seq-market,2024-04-02 00:14:45.648,BUY_ITEMS,4974,,1,2a27bb84a37054149e27a6a49f839a6f09ece6e7867eeb7635,c2b644a30936e900,BR,mobile,android,12,chrome,123.0.6312.40,"{""tokenId"":"""",""txnHash"":""0xbc41dcae7b942f6db6828450455fbecaf2aa64bff2564c8360a90bfbef21508e"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""0.22932523154156567"",""currencyValueRaw"":""229325231541565660"",""additionalNums"":""""}"
seq-market,2024-04-02 16:18:05.164,BUY_ITEMS,4974,,1,2e2fc6b283cf0da8f3dbf06917664cf830c65c9b78453e0e0b,83ed2b519c3895ce,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""tokenId"":"""",""txnHash"":""0xdc741b63da1239f6a44f9b85ac19e5b1412f10cab322137ccd527b9d6df9e285"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""marketplaceType"":""amm"",""requestId"":"""",""currencySymbol"":""SFL"",""additionalProps"":""""}","{""currencyValueDecimal"":""1.5018980785039013"",""currencyValueRaw"":""1501898078503901200"",""additionalNums"":""""}"
